"Name_of_Satellite_Alternate_Names"	Country/Org_of_UN_Registry	Country_of_Operator_Owner	Operator/Owner	Users	Purpose	Detailed_Purpose	Class_of_Orbit	Type_of_Orbit	Longitude_of_GEO_degrees	Perigee_km	Apogee_km	Eccentricity	Inclination_degrees	Period_minutes	Launch_Mass_kg	Dry_Mass_kg	Power_watts	Date_of_Launch	Expected_Lifetime	Contractor	Country_of_Contractor	Launch_Site	Launch_Vehicle	COSPAR_Number	NORAD_Number	Comments		Source_Used_for_Orbital_Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																											
Strela_3_Cosmos_2408	Russia	Russia	Ministry_of_Defense	Military	Communications		LEO	Polar	0	"1471"	"1495"	1.53E-03	82.5	115.5	225			2004/9/23	3	NPO/PM_-_Scientific_Research_Institute_for_Precision_Instruments_NII-TP	Russia	Plesetsk_Cosmodrome	Kosmos_3M	2004-037A	28419	Store-dump_communications_for_Russian_government_and_military.		www.satellitedebris.net_12/12	http://www.spacenewsfeed.co.uk/2004/26September2004_27.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx611.html	http://russianforces.org/eng/news/archive/000093.shtml	http://www.lib.cas.cz/knav/space.40/2004/037A.HTM																																																																																																																																																																																																																													
Strela_3_Cosmos_2409	Russia	Russia	Ministry_of_Defense	Military	Communications		LEO	Polar	0	"1474"	"1495"	1.34E-03	82.5	115.6	225			2004/9/23	3	NPO/PM_-_Scientific_Research_Institute_for_Precision_Instruments_NII-TP	Russia	Plesetsk_Cosmodrome	Kosmos_3M	2004-037B	28420	Store-dump_communications_for_Russian_government_and_military.		www.satellitedebris.net_12/12	http://www.spacenewsfeed.co.uk/2004/26September2004_27.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx611.html	http://russianforces.org/eng/news/archive/000093.shtml	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
STSat-2C	South_Korea	South_Korea	Korea_Aerospace_Research_Institute_KARI	Government	Technology_Development		LEO	Polar	0	298	"1482"	8.15E-02	80.28	102.77	93		160	2013/1/30	2	Korea_Advanced_Institute_of_Science_and_Technology_KAIST	South_Korea	Naro_Space_Center	Naro-1	2013-003A	39068	Demonstration_satellite_for_solar_observation.		SC_-_ASCR	http://www.nasaspaceflight.com/2013/01/south-korea-stsat-2c-via-kslv-1/	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013	http://space50.kosmo.cz/s40/2013/INDEX1.HTM																																																																																																																																																																																																																														
STSat-3	South_Korea	South_Korea	Korea_Aerospace_Research_Institute_KARI	Government	Technology_Development		LEO	Sun-Synchronous	0	593	626	2.36E-03	97.81	96.88	150		275	2013/11/21	2	Korea_Advanced_Institute_of_Science_and_Technology_KAIST	South_Korea	Dombarovsky_Air_Base	Dnepr	2013-066G	39422	Science_satellite_carrying_two_sensors_--_MIRIS_and_COMIS.		SC_-_ASCR	https://directory.eoportal.org/web/eoportal/satellite-missions/s/stsat-3	http://space50.kosmo.cz/s40/2013/I066G.HTM																																																																																																																																																																																																																															
"STSS_ATRR_Space_Tracking_and_Surveillance_System_Advanced_Technology_Risk_Reduction_Satellite_USA_205"	USA	USA	Missile_Defense_Agency_MDA	Military	Technology_Development		LEO	Sun-Synchronous	0	867	879	8.28E-04	98.93	102.41				2009/5/5		Northrop_Grumman	USA	Vandenberg_AFB	Delta_2	2009-023A	34903	Detect_and_track_missile_flights.		SC_-_ASCR	http://www.lib.cas.cz/space.40/2009/023A.HTM	http://www.satprnews.com/2009/05/11/satellite-launched-by-missile-defense-agency/																																																																																																																																																																																																																															
STSS_Demo-1_Space_Tracking_and_Surveillance_System_Demonstrator	USA	USA	Missile_Defense_Agency_MDA	Military	Technology_Development		LEO	Non-Polar_Inclined	0	"1347"	"1352"	#NAME?	58	112.68	"2240"	"1100"		2009/9/25	4	Northrop_Grumman	USA	Cape_Canaveral	Delta_2	2009-052A	35937	Use_sensors_on_the_two_spacecraft_to_track_ballistic_missiles.		SC_-_ASCR	http://spaceflightnow.com/delta/d344/090919stss.html	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2009/052A.HTM																																																																																																																																																																																																																															
STSS_Demo-2_Space_Tracking_and_Surveillance_System_Demonstrator	USA	USA	Missile_Defense_Agency_MDA	Military	Technology_Development		LEO	Non-Polar_Inclined	0	"1339"	"1351"	7.78E-04	58	112.58	"2240"	"1100"		2009/9/25	4	Northrop_Grumman	USA	Cape_Canaveral	Delta_2	2009-052B	35938			SC_-_ASCR	http://spaceflightnow.com/delta/d344/090919stss.html	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2009/052B.HTM																																																																																																																																																																																																																															
STUDSat_Student_Satellite	India	India	TeamStudSat_-_Nitte_Meenakshi_Institute_of_Technology_ground_station	Civil	Technology_Development		LEO	Sun-Synchronous	0	614	634	1.43E-03	98	97.2	1			2010/7/12	0.5	Indian_Space_Research_Organization_ISRO/seven_academic_institutions	India	Satish_Dhawan_Space_Center		2010-035B	36796	"Perform_remote_sensing_and_capture_images_of_the_surface_of_the_earth_using_it's_camera_of_resolution_90_m;_the_best_resolution_hitherto_achieved_by_any_pico_satellite_in_the_world."		www.satellitedebris.net_12/12	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/035B.HTM	http://www.teamstudsat.com/																																																																																																																																																																																																																															
Superbird_7_Superbird_C2	Japan	Japan	Sky_Perfect_JSAT_Corporation	Commercial	Communications		GEO		143.77	"35778"	"35794"	1.90E-04	0.12	1436.1	"5000"			2008/8/14	15	Mitsubishi_Electric_Corporation	Japan	Guiana_Space_Center	Ariane_5_ECA	2008-038A	33274	"28_Ku-band_transponders_to_provide_internet_and_television_services_to_Japan_East_Asia_and_the_Pacific_region."		JM/12_08	http://global.mitsubishielectric.com/bu/space/satellite/communication/superbird_c2_7.html	http://www.lib.cas.cz/space.40/2008/038A.HTM																																																																																																																																																																																																																															
Superbird-B2_Superbird_4	Japan	Japan	Sky_Perfect_JSAT_Corporation	Commercial	Communications		GEO		162.03	"35779"	"35793"	1.66E-04	0.01	1436.09	"4051"	"2160"	"5400"	2000/2/18	10	Boeing_Satellite_Systems	USA	Guiana_Space_Center	Ariane_44L	2000-012A	26095	"23_Ku-band_6_Ka-band;_Japan_Okinawa;_business_communications."		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx556.html	http://www.superbird.co.jp/english/superbird/top.html																																																																																																																																																																																																																														
Superbird-C_	Japan	Japan	Sky_Perfect_JSAT_Corporation	Commercial	Communications		GEO		143.97	"35781"	"35792"	1.30E-04	0.01	1436.12	"3130"	"2500"	"4600"	1997/7/28	10	Boeing_Satellite_Systems	USA	Cape_Canaveral	Atlas_2AS	1997-036A	24880	14_Ku-band;_Asia-Pacific_region;_voice_and_video_communications.		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx526.html	http://www.superbird.co.jp/english/superbird/top.html																																																																																																																																																																																																																														
Suzaku_Astro_E2	Japan	Japan/USA	Japan_Aerospace_Exploration_Agency_JAXA/NASA	Government	Space_Science		LEO	Non-Polar_Inclined	0	548	558	7.22E-04	31.4	95.7	"1600"		500	2005/7/10	5	Japan_Aerospace_Exploration_Agency_JAXA	Japan	Uchinoura_Space_Center	M5	2005-025A	28773	Orbiting_observatory_for_study_of_high-energy_processes;_X-ray_spectrometer_XRS_instrument_failed_one_month_into_mission.		www.satellitedebris.net_12/12	http://nssdc.gsfc.nasa.gov/spacewarn/spx621.html	http://www.spacetoday.net/Summary/3036	http://www.nasa.gov/mission_pages/astro-e2/main/index.html	http://www.isas.jaxa.jp/e/enterp/missions/astro-e2/techno.shtml	http://www.lib.cas.cz/www/space.40/2005/025A.HTM																																																																																																																																																																																																																												
SWARM-A	ESA	ESA	European_Space_Agency_ESA	Government	Earth_Observation	Earth_Science	LEO	Polar	0	473	476	2.19E-04	87.3	93.9	468	369	608	2013/11/22	4	Astrium	France	Plesetsk_Cosmodrome	Rokot	2013-067B	39452	"Survey_the_Earth's_geomagnetic_field_and_measure_changes_over_time_in_order_to_improve_understanding_the_Earth's_interior_and_the_physics_of_the_magnetosphere."		ZARYA	http://news.yahoo.com/european-satellites-launched-eye-earths-magnetic-field-155613703--sector.html																																																																																																																																																																																																																																
SWARM-B	ESA	ESA	European_Space_Agency_ESA	Government	Earth_Observation	Earth_Science	LEO	Polar	0	473	476	2.19E-04	87.3	93.9	468	369	608	2013/11/22	4	Astrium	France	Plesetsk_Cosmodrome	Rokot	2013-067A	39451	"Survey_the_Earth's_geomagnetic_field_and_measure_changes_over_time_in_order_to_improve_understanding_the_Earth's_interior_and_the_physics_of_the_magnetosphere."		ZARYA	http://news.yahoo.com/european-satellites-launched-eye-earths-magnetic-field-155613703--sector.html																																																																																																																																																																																																																																
SWARM-C	ESA	ESA	European_Space_Agency_ESA	Government	Earth_Observation	Earth_Science	LEO	Polar	0	486	496	7.29E-04	87.5	94	468	369	608	2013/11/22	4	Astrium	France	Plesetsk_Cosmodrome	Rokot	2013-067C	39453	"Survey_the_Earth's_geomagnetic_field_and_measure_changes_over_time_in_order_to_improve_understanding_the_Earth's_interior_and_the_physics_of_the_magnetosphere."		ZARYA	http://news.yahoo.com/european-satellites-launched-eye-earths-magnetic-field-155613703--sector.html																																																																																																																																																																																																																																
