"Name_of_Satellite_Alternate_Names"	Country/Org_of_UN_Registry	Country_of_Operator_Owner	Operator/Owner	Users	Purpose	Detailed_Purpose	Class_of_Orbit	Type_of_Orbit	Longitude_of_GEO_degrees	Perigee_km	Apogee_km	Eccentricity	Inclination_degrees	Period_minutes	Launch_Mass_kg	Dry_Mass_kg	Power_watts	Date_of_Launch	Expected_Lifetime	Contractor	Country_of_Contractor	Launch_Site	Launch_Vehicle	COSPAR_Number	NORAD_Number	Comments		Source_Used_for_Orbital_Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																											
NOAA-15_NOAA-K	USA	USA	National_Oceanographic_and_Atmospheric_Administration_NOAA_part_of_international_program	Government	Earth_Observation	Earth_Science/Meterology	LEO	Sun-Synchronous	0	800	816	1.11E-03	98.7	101	"2223"	"1500"	830	1998/5/13	3	Lockheed_Martin_Missiles_&_Space	USA	Vandenberg_AFB	Titan_2	1998-030A	25338	"Polar-orbiting_satellite;_lonGalaxy-range_weather_forecasting;_atmospheric_and_weather_monitoring_instruments;_data_stored_on-board_and_transmitted_over_Fairbanks_AK_and_Wallops_Island_VA."		www.satellitedebris.net_12/12	http://www.oso.noaa.gov/poesstatus/	www.wmo.ch/web/www/OSY/Meetings/ICT-IOS3/Doc2-31.doc_	http://poes.gsfc.nasa.gov/	http://www.stvincent.ac.uk/Resources/Weather/NOAA/systeminfo.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																												
"NOAA-18_NOAA-N_COSPAS-SARSAT"	USA	USA	National_Oceanographic_and_Atmospheric_Administration_NOAA_part_of_international_program	Government	Earth_Observation	Meteorology	LEO	Sun-Synchronous	0	843	864	1.45E-03	99.1	102	"2223"	"1500"	830	2005/5/20	3	Lockheed_Martin_Space_Systems	USA	Vandenberg_AFB	Delta_2	2005-018A	28654	"Polar-orbiting_satellite;_lonGalaxy-range_weather_forecasting;_atmospheric_and_weather_monitoring_instruments;_data_stored_on-board_and_transmitted_over_Fairbanks_AK_and_Wallops_Island_VA."		www.satellitedebris.net_12/12	http://www.oso.noaa.gov/poesstatus/spacecraftStatusSummary.asp?spacecraft=18	http://www.lib.cas.cz/www/space.40/2005/018A.HTM	http://nssdc.gsfc.nasa.gov/spacewarn/spx619.html	http://www.spacenewsfeed.co.uk/2005/22May2005_16.html	http://www.lib.cas.cz/www/space.40/2005/018A.HTM																																																																																																																																																																																																																												
"NOAA-19_NOAA-N_Prime_COSPAS-SARSAT"	USA	USA	National_Oceanographic_and_Atmospheric_Administration_NOAA_part_of_international_program	Government	Earth_Observation	Meteorology	LEO	Sun-Synchronous	0	845	864	1.31E-03	98.9	102	"1420"			2009/2/6	3	Lockheed_Martin_Space_Systems	USA	Vandenberg_AFB	Delta_2	2009-005A	33591	"Polar-orbiting_satellite;_lonGalaxy-range_weather_forecasting;_atmospheric_and_weather_monitoring_instruments;_data_stored_on-board_and_transmitted_over_Fairbanks_AK_and_Wallops_Island_VA."		www.satellitedebris.net_12/12	http://nssdc.gsfc.nasa.gov/spacewarn/spx664.html	http://www.earthtoday.net/news/viewpr.html?pid=27810	http://www.spacemart.com/reports/Advanced_Polar_Operational_Environmental_Satellite_Completes_On_Orbit_Verification_999.html																																																																																																																																																																																																																														
NPP_National_Polar-orbiting_Operational_Environmental_Satellite_System_[NPOESS]	USA	USA	National_Oceanographic_and_Atmospheric_Administration_NOAA/NASA	Government	Earth_Observation	Meteorology	LEO	Sun-Synchronous	0	827	827	0.00E+00	98.7	101.4	"2128"			2011/10/28		Ball_Aerospace	USA	Vandenberg_AFB	Delta_2	2011-061A	37849	Continues_key_data_records_that_are_critical_for_climate_change_science.		www.satellitedebris.net_12/12	http://npp.gsfc.nasa.gov/spacecraft_inst.html	http://www.earthtimes.org/climate/new-horizon-polar-satellites/1558/	http://www.lib.cas.cz/space.40/2011/061A.HTM																																																																																																																																																																																																																														
NPS-SCAT?Naval_Post-graduate_School_-_Solar_Cell_Array_Tester	USA	USA	Naval_Post-Graduate_School	Government	Technology_Development		LEO	Non-Polar_Inclined	0	426	441	1.10E-03	40.49	94.63	1			2013/11/19		Naval_Post-Graduate_School	USA	Wallops_Island_Flight_Facility	Minotaur	2013-064K	39389	Testing_solar_cells_and_measuring_how_they_degrade_over_time_in_the_space_environment.		WT	http://www.dk3wn.info/sat/afu/sat_nps_scat.shtml	http://amsat-uk.org/satellites/frequencies-of-active-satellites/																																																																																																																																																																																																																															
"NSS-10_Star_One_C-12_AMC-12_Americom_12_Worldsat_2"	USA	Netherlands	SES_Soci?t?_Europ?enne_des_Satellites_SES	Commercial	Communications		GEO		-37.37	"35778"	"35795"	2.02E-04	0.02	1436.1	"5396"			2005/2/3	16	Alcatel_Space_Industries	France	Baikonur_Cosmodrome	Proton/Breeze_M	2005-003A	28526	72_C-band_transponders.		JM/12_08	http://www.spaceflightnow.com/proton/amc12/status.html	http://www.ses-americom.com/media/2005/02_03_05.html	http://www.lib.cas.cz/www/space.40/2005/003A.HTM	http://www.sat-index.com/geo/28526.htm																																																																																																																																																																																																																													
"NSS-11_Worldsat-1_AAP-1_GE-1A_"	USA	Netherlands	SES_Soci?t?_Europ?enne_des_Satellites_SES	Commercial	Communications		GEO		108.21	"35776"	"35798"	2.61E-04	0.07	1436.15	"3582"	"2000"		2000/10/2	15	Lockheed_Martin_Commercial_Space_Systems	USA	Baikonur_Cosmodrome	Proton_K	2000-059A	26554	"Direct-to-home_voice_video_and_data_transmission_in_India_China_and_Philippines;_24_C-band_24_Ku-band_transponders."		JM/12_08	http://www.worldsat.net/610.html	www.americom-ap.com/satelliteinfo_cover.asp	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																														
NSS-12	United_Kingdom	Netherlands	SES_Soci?t?_Europ?enne_des_Satellites_SES	Commercial	Communications		GEO		57	"35779"	"35793"	1.66E-04	0.06	1436.08		"5624"		2009/10/29	15	Space_Systems/Loral	USA	Guiana_Space_Center	Ariane_5	2009-058A	36032	"48_Ku-band_40_C-band_transponders."		JM/12_09	http://www.ses-worldskies.com/worldskies/news_and_events/press_releases/index.php?pressRelease=/pressReleases/pressReleaseList/09-10-29-1/index.php	http://nssdc.gsfc.nasa.gov/spacewarn/spx672.html																																																																																																																																																																																																																															
NSS-5_Intelsat_803	NR	Netherlands	SES_World_Skies/Intelsat_[SES]_shared_capacity	Commercial	Communications		GEO		-177	"35776"	"35796"	2.37E-04	0	1436.08	"3412"	"2000"		1997/9/23	14	Lockheed_Martin_Commercial_Space_Systems	USA	Guiana_Space_Center	Ariane_42L	1997-053A	24957	"38_C-band_6_Ku-band;_Pacific_Ocean_region;_shared_capacity_with_Intelset."		JM/12_08	http://www.newskies.com.au/fleet/nss5.htm	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																															
NSS-6_	NR	Netherlands	SES_Soci?t?_Europ?enne_des_Satellites_SES	Commercial	Communications		GEO		95.04	"35776"	"35797"	2.49E-04	0.02	1436.12	"4575"	"2600"	"10000"	2002/12/17		Lockheed_Martin_Commercial_Space_Systems	USA	Guiana_Space_Center	Ariane_4	2002-057A	27603	"Asia_Australia_Africa_Middle_East;_50_Ku-band."		JM/12_08	http://www.newskies.com.au/fleet/nss6.htm	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																														
NSS-7_	NR	Netherlands	SES_Soci?t?_Europ?enne_des_Satellites_SES	Commercial	Communications		GEO		-21	"35775"	"35798"	2.73E-04	0.08	1436.12	"4500"	"2500"	"3900"	2002/4/16	14	Lockheed_Martin_Commercial_Space_Systems	USA	Guiana_Space_Center	Ariane_42L	2002-019A	27414	"36_C-band_36_Ku-band;_broadcasting_business_services;_Europe_Africa_the_Middle_East_the_Americas."		JM/12_08	http://www.newskies.com.au/fleet/nss7.htm	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																														
NSS-806_Intelsat_806	NR	Netherlands	SES/Intelsat_SES_[Soci?t?_Europ?enne_des_Satellites_SES]_shared_capacity	Commercial	Communications		GEO		-40.45	"35779"	"35794"	1.78E-04	0.03	1436.11	"3720"	"2200"	"4900"	1998/2/19	12	Lockheed_Martin_Commercial_Space_Systems	USA	Guiana_Space_Center	Ariane_44L	1998-014A	25239	"Latin_America;_Iberian_peninsula_Canary_Islands_Western_Europe_much_of_Eastern_Europe;_28_C-band_3_Ku-band;_shared_capacity_with_Intelset."		JM/12_08	http://www.newskies.com.au/fleet/nss806.htm	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																															
NSS-9	United_Kingdom	Netherlands	SES_Soci?t?_Europ?enne_des_Satellites_SES	Commercial	Communications		GEO		183	"35784"	"35792"	9.49E-05	0.02	1436.17	"2238"	"1014"	"2300"	2009/2/11	15	Orbital_Sciences_Corp.	USA	Guiana_Space_Center	Ariane_5_ECA	2009-008A	33749	28_C-band_transponders_for_voice_and_video_communication.		SC_-_ASCR	http://www.ses.com/ses/PDFs/MediaRoom/Satellites/NSS-9_Fact.pdf	http://www.lib.cas.cz/space.40/2009/008B.HTM	http:/nssdc.nasa.gov/spacewarn/spx664.html	http://www.astrium.eads.net/en/press-center/launch-kits/2009/vol-187-ariane-5-2013-satellites-hot-birdtm-10-nss-9-spirale-a-b-1/vol-187-ariane-5-2013-satellites-hot-birdtm-10-nss-9-spirale-a-b																																																																																																																																																																																																																													
N-Star_C_	Japan	Japan	Sky_Perfect_JSAT_Corporation	Commercial	Communications		GEO		135.08	"35772"	"35799"	3.20E-04	0.06	1436.08	"1625"	800	"2600"	2002/7/5	15	Lockheed_Martin_Commercial_Space_Systems/Orbital_Sciences	USA	Guiana_Space_Center	Ariane_5	2002-035B	27461	Multimedia_services.		JM/12_08	http://www.orbital.com/NewsInfo/Publications/NSTAR.pdf	http://media13.fastclick.net/w/safepop.cgi?mid=22029&sid=8288&id=107067&len=719&c=51&nfcp=1	http://lmms.external.lmco.com/newsbureau/pressreleases/2002/02.39.html	http://www.arianespace.com/site/news/espace/e.space176.fr.pdf																																																																																																																																																																																																																													
"NUDT_Phonesat_National_University_of_Defense_Technology_Phone_Satellite_CAS-3I"	NR_12/15	China	National_University_of_Defense_Technology/CAMSAT	Military	Technology_Demonstration		LEO	Sun-Synchronous	0	516	536	1.45E-03	97.47	95.24	0			2015/9/19		National_University_of_Defense_Technology	China	Taiyuan_Launch_Center	Long_March_6	2015-049B	40900	Also_carries_an_amateur_radio_payload_for_CAMSAT.		JM/12_15	http://prehled-druzic.blogspot.com/2015/09/2015-049.html	http://www.planet4589.org/space/log/satcat.txt																																																																																																																																																																																																																															
NuSTAR_Nuclear_Spectroscopic_Telescope_Array	USA	USA	National_Aeronautics_and_Space_Administration_NASA	Government	Space_Science		LEO	Equatorial	0	613	632	1.36E-03	6	97.2	360			2012/6/13	2	Orbital_Sciences_Corp.	USA	Kwajalein_Island	Pegasus_XL	2012-031A	38358	First_focusing_telescopes_to_image_the_sky_in_the_high_energy_X-ray_6_-_79_keV_region_of_the_electromagnetic_spectrum.		www.satellitedebris.net_12/12	http://www.orbital.com/SatellitesSpace/ScienceTechnology/NuSTAR/	http://www.nustar.caltech.edu/about-nustar/science		http://www.aerospaceguide.net/telescope/nustar.html																																																																																																																																																																																																																													
"O/OREOS_Organism/Organic_Exposure_to_Orbital_Stresses_USA_219"	USA	USA	NASA-Ames_Research_Center/Stanford_University	Government/Civil	Space_Science		LEO	Polar	0	624	654	2.14E-03	71.97	97.48	6			2010/11/20	0.5	NASA/Ames_Research_Center	USA	Kodiak_Launch_Complex	Minotaur_4	2010-062C	37224	"Carries_two_biological_experiments_-_one_will_test_live_microorganisms_the_other_inanimate_organic_samples_to_see_how_they_react_to_conditions_in_space_for_six_months."		SC_-_ASCR_	http://www.nasa.gov/mission_pages/smallsats/ooreos/main/	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/062C.HTM																																																																																																																																																																																																																															
O3b_FM02	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"8063"	"8069"	2.08E-04	0.03	287.93	700		"1500"	2013/6/25		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST	2013-031C	39190	First_of_a_new_constellation_in_MEO._Provide_links_between_ground_stations_lying_in_the_range_Å}45Åã_latitude.		ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013	http://www.o3bnetworks.com/o3b-launch	http://www.gmv.com/en/Company/Communication/News/2013/07/03b.html																																																																																																																																																																																																																														
O3b_FM03	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"8060"	"8071"	3.81E-04	0.09	287.92	650		"1500"	2014/7/10		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST-B	2014-038A	40079			ZARYA	http://www.o3bnetworks.com/additional-pages/blog/next-satellites-arrive	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014	http://space50.kosmo.cz/objekt.php?mot=2014-038A&jazyk=pp_cz																																																																																																																																																																																																																														
O3b_FM04	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"8062"	"8069"	2.42E-04	0.04	287.93	700		"1500"	2013/6/25		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST	2013-031B	39189	First_of_a_new_constellation_in_MEO._Provide_links_between_ground_stations_lying_in_the_range_Å}45Åã_latitude.		ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013	http://www.o3bnetworks.com/o3b-launch	http://www.gmv.com/en/Company/Communication/News/2013/07/03b.html																																																																																																																																																																																																																														
O3b_FM05_Other_3_Billion	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"8064"	"8068"	1.39E-04	0.03	287.94	700		"1500"	2013/6/25		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST	2013-031A	39188	First_of_a_new_constellation_in_MEO._Provide_links_between_ground_stations_lying_in_the_range_Å}45Åã_latitude.		ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013	http://www.o3bnetworks.com/o3b-launch	http://www.gmv.com/en/Company/Communication/News/2013/07/03b.html																																																																																																																																																																																																																														
O3b_FM06	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"7831"	"7845"	4.93E-04	0.12	281.15	650		"1500"	2014/7/10		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST-B	2014-038B	40080			ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																																
O3B_FM07	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"7827"	"7844"	5.98E-04	0.12	281.08	650		"1500"	2014/7/10		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST-B	2014-038C	40081				http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																																
O3B_FM08	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"7815"	"7842"	9.51E-04	0.12	280.87	650		"1500"	2014/7/10		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST-B	2014-038D	40082				http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																																
O3B_FM09	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"8063"	"8068"	1.73E-04	0.04	287.93	650		"1500"	2014/12/18		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST-B	2014-083D	40351			ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																																
O3B_FM10	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"8063"	"8069"	2.08E-04	0.04	287.93	650		"1500"	2014/12/18		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST-B	2014-083A	40348			ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																																
O3B_FM11	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"8063"	"8069"	2.08E-04	0.04	287.93	650		"1500"	2014/12/18		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST-B	2014-083B	40349			ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																																
O3B_FM12	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"8063"	"8069"	2.08E-04	0.04	287.93	650		"1500"	2014/12/18		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST-B	2014-083C	40350			ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																																
O3b_PFM	United_Kingdom	United_Kingdom	O3b_Networks_Ltd.	Commercial	Communications		MEO	Equatorial	0	"8063"	"8069"	2.08E-04	0.03	287.93	700		"1500"	2013/6/25		Thales_Alenia_Space	France	Guiana_Space_Center	Soyuz-ST	2013-031D	39191	First_of_a_new_constellation_in_MEO._Provide_links_between_ground_stations_lying_in_the_range_Å}45Åã_latitude.		ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013	http://www.o3bnetworks.com/o3b-launch	http://www.gmv.com/en/Company/Communication/News/2013/07/03b.html																																																																																																																																																																																																																														
Oceansat-2	India	India	Indian_Space_Research_Organization_ISRO	Government	Earth_Observation	Infrared_Imaging	LEO	Sun-Synchronous	0	722	724	1.41E-04	98.3	99.2	960		"1360"	2009/9/23	5	Indian_Space_Research_Organization_ISRO	India	Satish_Dhawan_Space_Center	PSLV	2009-051A	35931	"Ocean_monitoring;_will_take_data_in_the_visible_and_near-infrared_for_observing_water_pollution_fish_populations_sediment_distribution_and_algae._Swath_of_1420_km_width_with_a_resolution_of_360_m."		www.satellitedebris.net_12/12	http://www.isro.org/satellites/oceansat-2.aspx		http://nssdc.gsfc.nasa.gov/spacewarn/spx671.html																																																																																																																																																																																																																														
OCO_2??Orbiting_Carbon_Observatory	USA	USA	National_Aeronautics_and_Space_Administration_NASA	Government	Earth_Observation	Earth_Science	LEO	Sun-Synchronous	0	701	704	2.12E-04	98.2	98.83	454			2014/7/2	2	Orbital_Sciences_Corp.	USA	Vandenberg_AFB	Delta_2	2014-035A	40059	Measures_carbon_dioxide.		ZARYA	http://oco.jpl.nasa.gov/	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																															
Odin_	Sweden	Sweden	Swedish_National_Space_Board	Government	Earth_Observation	Earth_Science	LEO	Sun-Synchronous	0	569	573	2.88E-04	97.6	96.1	250	170	340	2001/2/20	2	Swedish_Space_Corporation/Canadian_Space_Agency/National_Technology_Agency_of_Finland/Centre_National_d'Etudes_Spatiales	Sweden/Canada/Finland/France	Svobodny_Cosmodrome	Start_1	2001-007A	26702	Originally_two_scientific_disciplines_on_a_single_spacecraft_in_studies_of_star_formation/early_solar_system_astronomy__and_of_the_mechanisms_behind_the_depletion_of_the_ozone_layer_in_the_earth_atmosphere_and_the_effects_of_global_warming_aeronomy;_astronomy_mission_has_ended.		www.satellitedebris.net_12/12	http://nssdc.gsfc.nasa.gov/spacewarn/spx568.html	http://www.space-technology.com/projects/odin/	http://www.snsb.se/eng_odin_intro.shtml	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://eu.spaceref.com/news/viewpr.html?pid=27609																																																																																																																																																																																																																												
Ofeq_10	NR	Israel	Ministry_of_Defense	Military	Earth_Observation	Optical_Imaging	LEO	Non-Polar_Inclined	0	385	601	1.57E-02	140.94	94.47	300			2014/4/9	5	Israel_Aerospace_Industries_IAI	Israel	Palmachim_Launch_Complex_	Shavit	2014-019A	39650	Reconnaissance_satellite_Mideast_area;_especially_Syria_and_Iran.			http://www.spaceflight101.com/israel-successfully-launches-ofeq-10-reconnaissance-satellite.html	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																															
Ofeq_5_	NR	Israel	Ministry_of_Defense	Military	Earth_Observation	Optical_Imaging	LEO	Non-Polar_Inclined	0	367	764	2.86E-02	143.4	95.97	300			2002/5/28	4	"Israel_Aircraft_Industries_IAI_Missiles_and_Space_Group"	Israel	Palmachim_Launch_Complex_	Shavit	2002-025A	27434	High_resolution_observation_missions.		JMSatcat304	http://www.sciencepresse.qc.ca/clafleur/Spacecrafts-2002.html#Ofeq-5	http://nssdc.gsfc.nasa.gov/database/MasterCatalog?sc=2002-025A	http://www.israeli-weapons.com/weapons/space/ofeq/OFEQ.html																																																																																																																																																																																																																														
Ofeq_7	NR	Israel	Ministry_of_Defense	Military	Earth_Observation	Optical_Imaging	LEO	Non-Polar_Inclined	0	340	576	1.73E-02	141.76	93.75	300			2007/6/10	5	Israel_Aerospace_Industries_IAI	Israel	Palmachim_Launch_Complex_	Shavit	2007-025A	31601	Reconnaissance_satellite_Mideast_area;_especially_Syria_and_Iran.		SC_-_ASCR	http://www.haaretz.com/hasen/spages/869771.html	http://www.debka.com/headline.php?hid=4296	http://www.lib.cas.cz/knav/space.40/2007/025A.HTM																																																																																																																																																																																																																														
Ofeq_9	NR	Israel	Ministry_of_Defense	Military	Earth_Observation	Optical_Imaging	LEO	Non-Polar_Inclined	0	343	589	1.80E-02	141.78	93.91	300			2010/6/22	5	Israel_Aerospace_Industries_IAI	Israel	Palmachim_Launch_Complex_	Shavit	2010-031A	36608	Reconnaissance_satellite_Mideast_area;_especially_Syria_and_Iran.		SC_-_ASCR	http://defense-update.com/newscast/0610/ofeq9_launch_23062010.html	http://www.lib.cas.cz/space.40/2010/031A.HTM																																																																																																																																																																																																																															
OPTOS	NR	Spain	Spanish_Space_Agency	Government	Technology_Development		LEO	Sun-Synchronous	0	594	797	1.44E-02	97.8	98.7	3			2013/11/21		Instituto_Nacional_de_Tecnica_Aerospacial_INTA	Spain	Dombarovsky_Air_Base	Dnepr	2013-066E	39420	"Study_degradation_of_lenses_in_space_environment_by_imaging_the_same_region_repeatedly_under_the_same_light_conditions_FIBOS_Fiber_Bragg_Gratings_for_Optical_Sensing_to_measure_temperature_and_the_GMR_Giant_Magneto-Resistance_system_to_study_magnetic_fluxes_in_the_Earth's_magnetic_field."		ZARYA	https://directory.eoportal.org/web/eoportal/satellite-missions/o/optos																																																																																																																																																																																																																																
Optus_10	Australia	Australia	Optus_Communications_Parent:_Singapore_Telecom	Commercial	Communications		GEO		164	"35772"	"35802"	3.56E-04	0.05	1436.11	"3270"			2014/9/11	15	Space_Systems/Loral	USA	Guiana_Space_Center	Ariane_5_ECA	2014-054A	40146	24_Ku-band_transponders.		ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014	http://au.ibtimes.com/optus-successfully-launches-optus-10-satellite-will-improve-tv-internet-phone-data-transmission																																																																																																																																																																																																																															
Optus_and_Defence_C1_	Australia	Australia	Optus_Communications_Parent:_Singapore_Telecom/Australian_Ministry_of_Defence	Military/Commercial	Communications		GEO		156.06	"35773"	"35799"	3.08E-04	0.02	1436.08	"4800"	"2000"	"10600"	2003/6/12	15	Space_Systems/Loral	USA	Guiana_Space_Center	Ariane_5G	2003-028B	27831	"50%_owned_by_Defence_Ministry;_largest_hybrid_communications_and_military_satellite_launched_to_date;_24_Ku-band_coverage_for_Australia_New_Zealand_and_East_Asia;_commercial_services_in_Ku-band_24_military_8_in_X-_UHF-_and_Ka-bands."		JM/12_08	http://nssdc.gsfc.nasa/gov/spacewarn/sp596.html	"http://ww.woptus.com.au/Vign/ViewMgmt/display/06271031_32948-3_31346--View_30300.html"	http://www.loral.com/inthenews/030611.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
Optus_B3	Australia	Australia	Optus_Communications_Parent:_Signapore_Telecom	Commercial	Communications		GEO		164	"35778"	"35796"	2.13E-04	0.02	1436.12	"2858"	"1582"	"3000"	1994/8/28	14	Hughes_Space_and_Communications	USA	Xichang_Satellite_Launch_Center	Long_March_CZ-2E	1994-055A	23227	"Ku-band_only;_serves_Australia_and_New_Zealand;_telephone_TV_mobile_communications_air_traffic_control._Inclined."			http://planet4589.org/space/log/geobus0902.ok.lis																													http://nssdc.gsfc.nasa.gov/spacewarn/spx491.html	http://samadji.jpl.nasa.gov/msl/QuickLooks/optusQL.html	http://www.optusbusiness.com/au/00/00h.asp	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																
Optus_D1_	Australia	Australia	Optus_Communications_Parent:_Singapore_Telecom	Commercial	Communications		GEO		160.06	"35774"	"35797"	2.73E-04	0.02	1436.08	"2300"		"4800"	2006/10/13	15	Orbital_Sciences_Corp.	USA	Guiana_Space_Center	Ariane_5_ECA	2006-043B	29495	24_Ku-band_transponders;_voice_and_video_for_Australia_and_New_Zealand;_will_replace_Optus_B1.		JM/12_08	http://www.orbital.com/SatellitesSpace/GEO/Optus/index.html	http://www.orbital.com/NewsInfo/Publications/Optus_Fact.pdf	http://www.lib.cas.cz/www/space.40/2006/043B.HTM	https://www.orbitalatk.com/space-systems/science-national-security-satellites/national-security-systems/docs/GEOStar2_Fact_Sheet.pdf																																																																																																																																																																																																																													
Optus_D2	Australia	Australia	Optus_Communications_Parent:_Singapore_Telecom	Commercial	Communications		GEO		152.05	"35774"	"35799"	2.97E-04	0.03	1436.1	"2400"		"3800"	2007/10/5	15	Orbital_Sciences_Corp.	USA	Guiana_Space_Center	Ariane_5	2007-044A	32252	Direct-to-home_tv_services_to_Australia_and_New_Zealand;_24_Ku-band_transponders.		JM/12_08	http/nssdc.gsfc.nasa.gov/spacewarn/spx648.html	http://www.lib.cas.cz/space.40/2007/044B.HTM		https://www.orbitalatk.com/space-systems/science-national-security-satellites/national-security-systems/docs/GEOStar2_Fact_Sheet.pdf																																																																																																																																																																																																																													
Optus_D3	Australia	Australia	Optus_Communications_Parent:_Singapore_Telecom	Commercial	Communications		GEO		155.98	"35775"	"35795"	2.37E-04	0.04	1436.04	"2501"		"5000"	2009/8/21	15	Orbital_Sciences_Corp.	USA	Guiana_Space_Center	Ariane_5	2009-044B	35756	Direct-to-home_tv_services_to_Australia_and_New_Zealand;_24_Ku-band_transponders.		JM/10_09	http://www.orbital.com/NewsInfo/Publications/OptusD3_Fact.pdf	http://www.itwire.com/content/view/27156/1231/		https://www.orbitalatk.com/space-systems/science-national-security-satellites/national-security-systems/docs/GEOStar2_Fact_Sheet.pdf																																																																																																																																																																																																																													
ORBCOMM_FM-10_ORBCOMM_A2	USA	USA	ORBCOMM_Inc.	Commercial	Communications		LEO	Non-Polar_Inclined	0	770	776	4.20E-04	45	100.3	45	22	160	1997/12/23	5	Orbital_Sciences_Corp.	USA	Wallops_Island_Flight_Facility	Pegasus	1997-084B	25113			www.satellitedebris.net_12/12	http://www.orbcomm.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx530.html	http://perso.wanadoo.fr/eurospace/espdatabase/S1119.html																																																																																																																																																																																																																														
